Product ID,Product Name,Brand,Price (€),Category,Image URL
77739174,ZEZA Pure vrijstaand bad - 150x75x58cm - acryl - glans wit,ZEZA,1200.0,Bad,https://static.rorix.nl/image/product/overig/400x400/00c9c6c3ed815f863acc026a011bd14b.jpg/zeza-pure-vrijstaand-bad-150x75x58cm-acryl-glans-wit-sw962852.jpg
77753675,ZEZA Solid Vrijstaand Bad - 170x75cm - solid surface - mat wit,ZEZA,1650.0,Bad,https://static.rorix.nl/image/product/overig/400x400/9d333d2623940c2f913aadf15aa242f3.jpg/zeza-solid-vrijstaand-bad-170x75cm-solid-surface-mat-wit-sw976292.jpg
77951281,ZEZA Eloise Vrijstaand bad - 170x80cm - acryl - sifon - glans wit,ZEZA,1650.0,Bad,https://static.rorix.nl/image/product/overig/400x400/1d912024502bfd65e8fb367b851c35bf.jpg/zeza-eloise-vrijstaand-bad-170x80cm-acryl-sifon-glans-wit-sw1186424.jpg
78181596,Zeza Nuo Vrijstaand Bad - 170x80x58cm - ribbel - met afvoer - mat zwart,ZEZA,1050.0,Bad,https://static.rorix.nl/image/product/overig/400x400/cc23a0f5a691f2e3639c9f792958ff1d.jpg/zeza-nuo-vrijstaand-bad-170x80x58cm-ribbel-met-afvoer-mat-zwart-sw1408465.jpg
77808840,ZEZA Grand half vrijstaand hoekbad - rechts - 180x80x58cm - met afvoer - acryl - glans wit,ZEZA,950.0,Bad,https://static.rorix.nl/image/product/overig/400x400/30d33578aaffa2d5a45dcf87d316639c.jpg/zeza-grand-half-vrijstaand-hoekbad-rechts-180x80x58cm-met-afvoer-acryl-glans-wit-sw1030593.jpg
77060259,ZEZA Nicky Vrijstaand bad - 170x80cm - acryl - sifon - glans wit,ZEZA,1900.0,Bad,https://static.rorix.nl/image/product/overig/400x400/6a899dc918d0370df7f4d731dd52b3a2.jpg/zeza-nicky-vrijstaand-bad-170x80cm-acryl-sifon-glans-wit-sw276845.jpg
77055901,Riho Bilbao Vrijstaand Bad - 170x80cm - solid surface - mat wit,Riho,2541.0,Bad,https://static.rorix.nl/image/product/overig/400x400/4ba4326303de2a85489b50c8161ca182.jpg/riho-bilbao-vrijstaand-bad-170x80cm-solid-surface-mat-wit-sw241481.jpg
77808834,ZEZA Grand vrijstaand bad - 180x80x58cm - met afvoer - acryl - glans wit,ZEZA,950.0,Bad,https://static.rorix.nl/image/product/overig/400x400/a67f24b7fa4ff3e4faada33676249287.jpg/zeza-grand-vrijstaand-bad-180x80x58cm-met-afvoer-acryl-glans-wit-sw1030590.jpg
78218032,ZEZA Grand half vrijstaand bad - 180x80x58cm - met afvoer - acryl - rond - glans wit,ZEZA,950.0,Bad,https://static.rorix.nl/image/product/overig/400x400/091394ce81cee89e8b9ceddab8d0fec4.jpg/zeza-grand-half-vrijstaand-bad-180x80x58cm-met-afvoer-acryl-rond-glans-wit-sw1442342.jpg
78185987,ZEZA Eloise Vrijstaand bad - 170x80cm - acryl - sifon - mat grijs,ZEZA,1700.0,Bad,https://static.rorix.nl/image/product/overig/400x400/f78a3e6cb8e0b87a4f184c903915d7a6.jpg/zeza-eloise-vrijstaand-bad-170x80cm-acryl-sifon-mat-grijs-sw1412147.jpg
77055903,Riho Bilbao Vrijstaand Bad - 150x75cm - solid surface - mat wit,Riho,2541.0,Bad,https://static.rorix.nl/image/product/overig/400x400/5c41fa2cc329b.jpg/riho-bilbao-vrijstaand-bad-150x75cm-solid-surface-mat-wit-sw241482.jpg
77254361,MONDIAZ FLOAT Vrijstaand bad - 170x80cm - solid surface - talc,MONDIAZ,2236.0,Bad,https://static.rorix.nl/image/product/overig/400x400/521f4188dfb3581e5cf34cfd1487959d.jpg/mondiaz-float-vrijstaand-bad-170x80cm-solid-surface-talc-sw491485.jpg
77974450,Zeza Element Vrijstaand Bad - 145x71x60cm - solid surface - mat wit,ZEZA,2700.0,Bad,https://static.rorix.nl/image/product/overig/400x400/8329850134a6413a7e3995435342ed65.jpg/zeza-element-vrijstaand-bad-145x71x60cm-solid-surface-mat-wit-sw1208794.jpg
77732737,Riho Bilbao vrijstaand bad - 170x80cm - solid surface - mat Pebble Grey (Beige),Riho,3395.0,Bad,https://static.rorix.nl/image/product/overig/400x400/7f0d5968c3b0ed7a5f7a0fddf78ff39c.jpg/riho-bilbao-vrijstaand-bad-170x80cm-solid-surface-mat-pebble-grey-beige--sw956601.jpg
77631186,Riho Oval vrijstaand bad - 175x80cm - solid surface - mat wit,Riho,3099.0,Bad,https://static.rorix.nl/image/product/overig/400x400/a63eefc3820765fa3ae72ded9886b8ff.jpg/riho-oval-vrijstaand-bad-175x80cm-solid-surface-mat-wit-sw857814.jpg
77175459,Riho Oval vrijstaand bad - 160x72cm - solid surface - mat wit,Riho,2817.0,Bad,https://static.rorix.nl/image/product/overig/400x400/2efa709d98228d91d8d0ee51adbce2da.jpg/riho-oval-vrijstaand-bad-160x72cm-solid-surface-mat-wit-sw416725.jpg
77254339,MONDIAZ FREEZE Vrijstaand bad - 180x85cm - Rust/talc,MONDIAZ,3650.0,Bad,https://static.rorix.nl/image/product/overig/400x400/6c7f064f1477167c4d2e4adfd4f5e774.jpg/mondiaz-freeze-vrijstaand-bad-180x85cm-rust-talc-sw491463.jpg
76889348,Wiesbaden Ellips vrijstaand bad 180 x 90 x 60 cm acryl glans wit met waste glans wit,Wiesbaden,1299.0,Bad,https://static.rorix.nl/image/product/overig/400x400/f944ff2465f86d2df40bb90d476b2dbd.jpg/wiesbaden-ellips-vrijstaand-bad-180-x-90-x-60-cm-acryl-glans-wit-met-waste-glans-wit-sw94935.jpg
77254306,MONDIAZ NOBLE Vrijstaand bad - 180x75cm - talc,MONDIAZ,2533.0,Bad,https://static.rorix.nl/image/product/overig/400x400/e57c04f39096b32c00bf25fd4b74fa8d.jpg/mondiaz-noble-vrijstaand-bad-180x75cm-talc-sw491429.jpg
77175455,Riho Toledo Vrijstaand bad - 158x110x62cm - kiezelvorm - solid surface - mat wit,Riho,4716.0,Bad,https://static.rorix.nl/image/product/overig/400x400/663c11dd8e4d9f5dff83b2fc71a39121.jpg/riho-toledo-vrijstaand-bad-158x110x62cm-kiezelvorm-solid-surface-mat-wit-sw416719.jpg
77175453,Riho Valor vrijstaand bad - 170x72x55cm - solid surface - mat wit,Riho,3796.0,Bad,https://static.rorix.nl/image/product/overig/400x400/c1fa3ed03a6ab82cde02b3914f4eac6f.jpg/riho-valor-vrijstaand-bad-170x72x55cm-solid-surface-mat-wit-sw416717.jpg
76317977,Riho Granada Vrijstaand bad - 190x90cm - Solid Surface - Links - Mat Wit,Riho,4640.0,Bad,https://static.rorix.nl/image/product/overig/400x400/675a60e5586f7b0ec0888f6a7671fac0.jpg/riho-granada-vrijstaand-bad-190x90cm-solid-surface-links-mat-wit-sw49976.jpg
77809135,Riho Oval vrijstaand bad - 160x72cm - solid surface - semi transparant - frosted umber,Riho,5775.0,Bad,https://static.rorix.nl/image/product/overig/400x400/2421d48c9491db6c38bae5438f67705b.jpg/riho-oval-vrijstaand-bad-160x72cm-solid-surface-semi-transparant-frosted-umber-sw1030663.jpg
77809133,Riho Oval vrijstaand bad - 160x72cm - solid surface - semi transparant - frosted smoke,Riho,5775.0,Bad,https://static.rorix.nl/image/product/overig/400x400/0b9b26aeb840f4ec82c5aa15160c5a26.jpg/riho-oval-vrijstaand-bad-160x72cm-solid-surface-semi-transparant-frosted-smoke-sw1030661.jpg
77732732,Riho Oviedo vrijstaand bad - 160x160cm - solid surface - semi transparant - frosted umber,Riho,11671.0,Bad,https://static.rorix.nl/image/product/overig/400x400/6c58861a78ce5b339f4b6309c5954302.jpg/riho-oviedo-vrijstaand-bad-160x160cm-solid-surface-semi-transparant-frosted-umber-sw956596.jpg
77732695,Riho Bilbao vrijstaand bad - 170x80cm - solid surface - mat antraciet,Riho,3395.0,Bad,https://static.rorix.nl/image/product/overig/400x400/e7407e40ab2f2f052a13a8a3ed9e615b.jpg/riho-bilbao-vrijstaand-bad-170x80cm-solid-surface-mat-antraciet-sw956559.jpg
77254397,MONDIAZ FLOAT Vrijstaand bad - 170x80cm - Army,MONDIAZ,3116.0,Bad,https://static.rorix.nl/image/product/overig/400x400/e7b7ebfc48a0f75189cfb4ed1cee7ae7.jpg/mondiaz-float-vrijstaand-bad-170x80cm-army-sw491521.jpg
77069866,Riho Granada Vrijstaand bad - 170x80cm - Solid Surface - Rechts - Mat Wit,Riho,3796.0,Bad,https://static.rorix.nl/image/product/overig/400x400/675a60e5586f7b0ec0888f6a7671fac0.jpg/riho-granada-vrijstaand-bad-170x80cm-solid-surface-rechts-mat-wit-sw285474.jpg
78215549,Zeza Element Vrijstaand Bad - 160x75x60cm - solid surface - mat crème,ZEZA,2850.0,Bad,https://static.rorix.nl/image/product/overig/400x400/dfcf18df37722934312d2fa36bcff9fc.jpg/zeza-element-vrijstaand-bad-160x75x60cm-solid-surface-mat-creme-sw1440425.jpg
77974456,Zeza Element Vrijstaand Bad - 160x75x60cm - solid surface - mat wit,ZEZA,2850.0,Bad,https://static.rorix.nl/image/product/overig/400x400/da156995d7ffc58560c3b20407d72fb1.jpg/zeza-element-vrijstaand-bad-160x75x60cm-solid-surface-mat-wit-sw1208800.jpg
